product_id,product_name,category,subcategory,brand,cost_price,selling_price,supplier,stock_quantity,profit_margin_percentage
PROD-0428,Puma Sports Sports Apparel Elite,Sports,Sports Apparel,Puma Sports,3816.96,5419.0,Olympus Gear,301,29.56
PROD-0429,Samsung Smartphones Essentials,Electronics,Smartphones,Samsung,9050.28,11659.0,Apex Electronics Ltd,547,22.38
PROD-0430,W Winter Wear Classic,Fashion,Winter Wear,W,296.25,649.0,Vibrant Textiles Corp,283,54.35
PROD-0431,Peter England Winter Wear Max,Fashion,Winter Wear,Peter England,456.98,749.0,Vibrant Textiles Corp,154,38.99
PROD-0432,Fabindia Ethnic Wear Series 5,Fashion,Ethnic Wear,Fabindia,1205.49,2179.0,Royal Garments Supply,397,44.68
PROD-0433,Hp Smartphones Pro,Electronics,Smartphones,Hp,1039.93,1239.0,Apex Electronics Ltd,374,16.07
PROD-0434,Lakme Men'S Grooming Max,Beauty,Men'S Grooming,Lakme,121.37,259.0,Pureglow Cosmetics,395,53.14
PROD-0435,Realme Smartphones Essentials,Electronics,Smartphones,Realme,1787.96,2089.0,Apex Electronics Ltd,126,14.41
PROD-0436,Oneplus Accessories Classic,Electronics,Accessories,Oneplus,13742.17,16859.0,Zenith Tech Distribution,452,18.49
PROD-0437,Oxford University Press Fiction Elite,Books,Fiction,Oxford University Press,135.47,179.0,Global Book Importers,247,24.32
PROD-0438,Allen Solly Ethnic Wear Classic,Fashion,Ethnic Wear,Allen Solly,1900.37,3349.0,Heritage Weaves,219,43.26
PROD-0439,Allen Solly Men'S Wear Max,Fashion,Men'S Wear,Allen Solly,665.41,1059.0,Royal Garments Supply,455,37.17
PROD-0440,Haldiram'S Breakfast & Dairy Pro,Grocery,Breakfast & Dairy,Haldiram'S,281.11,349.0,Bharat Foodworks,19,19.45
PROD-0441,L'Oreal Fragrances Max,Beauty,Fragrances,L'Oreal,517.74,869.0,Divine Botanicals,531,40.42
PROD-0442,L'Oreal Men'S Grooming Elite,Beauty,Men'S Grooming,L'Oreal,157.01,309.0,Divine Botanicals,315,49.19
PROD-0443,Nykaa Haircare Series 5,Beauty,Haircare,Nykaa,813.09,1869.0,Divine Botanicals,494,56.5
PROD-0444,Maybelline Fragrances Elite,Beauty,Fragrances,Maybelline,162.7,309.0,Aura Personal Care,149,47.35
PROD-0445,Noise Cameras Essentials,Electronics,Cameras,Noise,15663.72,20979.0,Zenith Tech Distribution,133,25.34
PROD-0446,Fabindia Ethnic Wear Series 5,Fashion,Ethnic Wear,Fabindia,322.87,619.0,Heritage Weaves,159,47.84
PROD-0447,Harpercollins Academic & Test Prep Series 5,Books,Academic & Test Prep,Harpercollins,362.31,469.0,National Book Depot,99,22.75
PROD-0448,Skybags Watches Max,Accessories,Watches,Skybags,2094.37,3719.0,Vanguard Leather Works,51,43.68
PROD-0449,Haldiram'S Organic Foods Classic,Grocery,Organic Foods,Haldiram'S,221.54,259.0,Annapurna Fmcg Wholesale,375,14.46
PROD-0450,Spaces Storage & Org Classic,Home & Kitchen,Storage & Org,Spaces,2945.81,5009.0,Homecraft Distributors,85,41.19
PROD-0451,Noise Smartwatches Elite,Electronics,Smartwatches,Noise,53164.66,61869.0,Apex Electronics Ltd,463,14.07
PROD-0452,Puma Sports Outdoor Gear Elite,Sports,Outdoor Gear,Puma Sports,2229.39,3129.0,Action Sports Distribution,170,28.75
PROD-0453,Xiaomi Smartwatches Prime,Electronics,Smartwatches,Xiaomi,34179.3,41619.0,Apex Electronics Ltd,294,17.88
PROD-0454,Biotique Men'S Grooming Prime,Beauty,Men'S Grooming,Biotique,355.41,839.0,Pureglow Cosmetics,473,57.64
PROD-0455,Bajaj Small Appliances Ultra,Home & Kitchen,Small Appliances,Bajaj,569.0,879.0,Urban Living Goods,321,35.27
PROD-0456,Arihant Children'S Books Series 5,Books,Children'S Books,Arihant,297.59,399.0,Global Book Importers,325,25.42
PROD-0457,Haldiram'S Snacks & Beverages Prime,Grocery,Snacks & Beverages,Haldiram'S,695.9,779.0,Annapurna Fmcg Wholesale,320,10.67
PROD-0458,Fastrack Jewelry & Belts Pro,Accessories,Jewelry & Belts,Fastrack,1337.3,2409.0,Vanguard Leather Works,353,44.49
PROD-0459,Allen Solly Footwear Essentials,Fashion,Footwear,Allen Solly,1225.67,2789.0,Royal Garments Supply,298,56.05
PROD-0460,Allen Solly Winter Wear Elite,Fashion,Winter Wear,Allen Solly,538.16,949.0,Royal Garments Supply,474,43.29
PROD-0461,The Derma Co Men'S Grooming Max,Beauty,Men'S Grooming,The Derma Co,194.72,329.0,Aura Personal Care,387,40.81
PROD-0462,Nykaa Fragrances Premium,Beauty,Fragrances,Nykaa,901.15,1859.0,Pureglow Cosmetics,202,51.53
PROD-0463,Allen Solly Winter Wear Pro,Fashion,Winter Wear,Allen Solly,795.34,1459.0,Heritage Weaves,568,45.49
PROD-0464,Skybags Eyewear Max,Accessories,Eyewear,Skybags,1651.75,3049.0,Prism Lifestyle Supply,58,45.83
PROD-0465,Puma Ethnic Wear Pro,Fashion,Ethnic Wear,Puma,934.59,1929.0,Heritage Weaves,119,51.55
PROD-0466,Hawkins Small Appliances Max,Home & Kitchen,Small Appliances,Hawkins,2627.9,4639.0,Homecraft Distributors,488,43.35
PROD-0467,Spaces Storage & Org Premium,Home & Kitchen,Storage & Org,Spaces,3042.07,5339.0,Homecraft Distributors,34,43.02
PROD-0468,Cosco Sports Apparel Essentials,Sports,Sports Apparel,Cosco,7119.64,10219.0,Fitnation Logistics,413,30.33
PROD-0469,Biba Men'S Wear Pro,Fashion,Men'S Wear,Biba,2008.38,4549.0,Vibrant Textiles Corp,430,55.85
PROD-0470,Haldiram'S Breakfast & Dairy Elite,Grocery,Breakfast & Dairy,Haldiram'S,57.73,70.0,Annapurna Fmcg Wholesale,289,17.53
PROD-0471,Oneplus Accessories Classic,Electronics,Accessories,Oneplus,6761.72,7879.0,Metro Gadget Hub,15,14.18
PROD-0472,Apple Smartphones Essentials,Electronics,Smartphones,Apple,672.21,849.0,Apex Electronics Ltd,336,20.82
PROD-0473,Nike Kids Wear Pro,Fashion,Kids Wear,Nike,365.28,649.0,Vibrant Textiles Corp,176,43.72
PROD-0474,Samsung Smartwatches Elite,Electronics,Smartwatches,Samsung,48073.24,57559.0,Apex Electronics Ltd,128,16.48
PROD-0475,Levi'S Footwear Classic,Fashion,Footwear,Levi'S,1914.2,4029.0,Heritage Weaves,370,52.49
PROD-0476,Cosco Racket Sports Premium,Sports,Racket Sports,Cosco,1754.62,3129.0,Fitnation Logistics,362,43.92
PROD-0477,Peter England Men'S Wear Pro,Fashion,Men'S Wear,Peter England,2485.32,5839.0,Royal Garments Supply,519,57.44
PROD-0478,Forest Essentials Skincare Plus,Beauty,Skincare,Forest Essentials,591.16,1329.0,Divine Botanicals,147,55.52
PROD-0479,Realme Smartwatches Pro,Electronics,Smartwatches,Realme,1601.85,2149.0,Metro Gadget Hub,377,25.46
PROD-0480,Cello Storage & Org Pro,Home & Kitchen,Storage & Org,Cello,663.52,1169.0,Urban Living Goods,251,43.24
PROD-0481,Prestige Cookware Prime,Home & Kitchen,Cookware,Prestige,211.35,369.0,Homecraft Distributors,309,42.72
PROD-0482,Nivia Racket Sports Pro,Sports,Racket Sports,Nivia,306.71,549.0,Fitnation Logistics,223,44.13
PROD-0483,Zudio Winter Wear Pro,Fashion,Winter Wear,Zudio,965.05,1559.0,Vibrant Textiles Corp,299,38.1
PROD-0484,Nykaa Makeup Plus,Beauty,Makeup,Nykaa,303.77,579.0,Pureglow Cosmetics,453,47.54
PROD-0485,Arihant Fiction Ultra,Books,Fiction,Arihant,97.85,150.0,Scholar Press Logistics,80,34.77
PROD-0486,L'Oreal Skincare Premium,Beauty,Skincare,L'Oreal,1548.0,3359.0,Divine Botanicals,111,53.91
PROD-0487,Sony Laptops Premium,Electronics,Laptops,Sony,763.17,1009.0,Metro Gadget Hub,193,24.36
PROD-0488,Rupa Publications Children'S Books Plus,Books,Children'S Books,Rupa Publications,210.46,309.0,National Book Depot,397,31.89
PROD-0489,Cello Storage & Org Pro,Home & Kitchen,Storage & Org,Cello,4054.03,7649.0,Homecraft Distributors,385,47.0
PROD-0490,Titan Jewelry & Belts Pro,Accessories,Jewelry & Belts,Titan,1453.48,4209.0,Optima Accessories,432,65.47
PROD-0491,Zudio Ethnic Wear Pro,Fashion,Ethnic Wear,Zudio,1806.46,3939.0,Heritage Weaves,34,54.14
PROD-0492,Lenskart Jewelry & Belts Series 5,Accessories,Jewelry & Belts,Lenskart,927.03,1609.0,Prism Lifestyle Supply,75,42.38
PROD-0493,Biotique Skincare Essentials,Beauty,Skincare,Biotique,795.37,1419.0,Divine Botanicals,503,43.95
PROD-0494,Allen Solly Footwear Plus,Fashion,Footwear,Allen Solly,1212.72,2209.0,Heritage Weaves,505,45.1
PROD-0495,Puma Kids Wear Classic,Fashion,Kids Wear,Puma,272.84,689.0,Heritage Weaves,238,60.4
PROD-0496,Puma Sports Sports Apparel Ultra,Sports,Sports Apparel,Puma Sports,178.47,299.0,Fitnation Logistics,398,40.31
PROD-0497,Decathlon Sports Apparel Prime,Sports,Sports Apparel,Decathlon,208.91,309.0,Action Sports Distribution,517,32.39
PROD-0498,Biotique Fragrances Elite,Beauty,Fragrances,Biotique,298.85,729.0,Pureglow Cosmetics,350,59.01
PROD-0499,Bajaj Cookware Elite,Home & Kitchen,Cookware,Bajaj,298.56,569.0,Homecraft Distributors,26,47.53
PROD-0500,Peter England Men'S Wear Prime,Fashion,Men'S Wear,Peter England,1815.09,2969.0,Vibrant Textiles Corp,335,38.87
PROD-0501,Biba Footwear Classic,Fashion,Footwear,Biba,896.55,1499.0,Royal Garments Supply,307,40.19
PROD-0502,Bombay Dyeing Cookware Ultra,Home & Kitchen,Cookware,Bombay Dyeing,352.15,579.0,Urban Living Goods,203,39.18
PROD-0503,Lakme Men'S Grooming Classic,Beauty,Men'S Grooming,Lakme,91.97,239.0,Divine Botanicals,168,61.52
PROD-0504,Boat Laptops Elite,Electronics,Laptops,Boat,1755.14,2229.0,Zenith Tech Distribution,112,21.26
PROD-0505,Prestige Cookware Pro,Home & Kitchen,Cookware,Prestige,1193.62,1719.0,Urban Living Goods,600,30.56
PROD-0506,Oxford University Press Fiction Pro,Books,Fiction,Oxford University Press,408.74,539.0,National Book Depot,379,24.17
PROD-0507,Allen Solly Women'S Wear Series 5,Fashion,Women'S Wear,Allen Solly,1856.58,3739.0,Heritage Weaves,584,50.35
PROD-0508,Xiaomi Smartwatches Plus,Electronics,Smartwatches,Xiaomi,3679.35,4349.0,Zenith Tech Distribution,29,15.4
PROD-0509,Hawkins Small Appliances Prime,Home & Kitchen,Small Appliances,Hawkins,3264.34,5159.0,Homecraft Distributors,417,36.73
PROD-0510,Bajaj Bedding & Linen Premium,Home & Kitchen,Bedding & Linen,Bajaj,3797.31,6279.0,Homecraft Distributors,21,39.52
PROD-0511,Cello Home Decor Elite,Home & Kitchen,Home Decor,Cello,484.15,809.0,Sterling Kitchenware,591,40.15
PROD-0512,Forest Essentials Men'S Grooming Premium,Beauty,Men'S Grooming,Forest Essentials,218.21,619.0,Aura Personal Care,205,64.75
PROD-0513,Aashirvaad Staples & Grains Premium,Grocery,Staples & Grains,Aashirvaad,558.96,669.0,Bharat Foodworks,448,16.45
PROD-0514,Philips Home Decor Pro,Home & Kitchen,Home Decor,Philips,414.42,629.0,Sterling Kitchenware,251,34.11
PROD-0515,Yonex Sports Apparel Classic,Sports,Sports Apparel,Yonex,917.1,1599.0,Olympus Gear,23,42.65
PROD-0516,Apple Accessories Elite,Electronics,Accessories,Apple,6354.08,8049.0,Zenith Tech Distribution,377,21.06
PROD-0517,Philips Storage & Org Ultra,Home & Kitchen,Storage & Org,Philips,3116.34,5969.0,Homecraft Distributors,488,47.79
PROD-0518,Samsung Smartwatches Premium,Electronics,Smartwatches,Samsung,1240.06,1439.0,Metro Gadget Hub,144,13.82
PROD-0519,Forest Essentials Skincare Max,Beauty,Skincare,Forest Essentials,244.34,579.0,Pureglow Cosmetics,367,57.8
PROD-0520,Levi'S Women'S Wear Series 5,Fashion,Women'S Wear,Levi'S,1051.85,2379.0,Heritage Weaves,21,55.79
PROD-0521,Bajaj Small Appliances Classic,Home & Kitchen,Small Appliances,Bajaj,1375.91,1959.0,Sterling Kitchenware,116,29.76
PROD-0522,Zudio Winter Wear Classic,Fashion,Winter Wear,Zudio,1018.49,1939.0,Heritage Weaves,84,47.47
PROD-0523,Fortune Organic Foods Premium,Grocery,Organic Foods,Fortune,888.72,1109.0,Bharat Foodworks,515,19.86
PROD-0524,Allen Solly Winter Wear Elite,Fashion,Winter Wear,Allen Solly,1612.97,2969.0,Heritage Weaves,594,45.67
PROD-0525,Raymond Men'S Wear Max,Fashion,Men'S Wear,Raymond,737.45,1169.0,Vibrant Textiles Corp,530,36.92
PROD-0526,Levi'S Ethnic Wear Elite,Fashion,Ethnic Wear,Levi'S,615.08,1569.0,Heritage Weaves,355,60.8
PROD-0527,W Kids Wear Premium,Fashion,Kids Wear,W,2769.87,4709.0,Vibrant Textiles Corp,335,41.18
PROD-0528,Hp Cameras Essentials,Electronics,Cameras,Hp,6631.77,8439.0,Metro Gadget Hub,186,21.42
PROD-0529,Oneplus Accessories Series 5,Electronics,Accessories,Oneplus,1778.51,2179.0,Zenith Tech Distribution,544,18.38
PROD-0530,Allen Solly Men'S Wear Plus,Fashion,Men'S Wear,Allen Solly,1504.73,2939.0,Royal Garments Supply,505,48.8
PROD-0531,Realme Cameras Max,Electronics,Cameras,Realme,38970.4,46449.0,Apex Electronics Ltd,575,16.1
PROD-0532,Puma Sports Cycling Series 5,Sports,Cycling,Puma Sports,2964.64,5319.0,Action Sports Distribution,506,44.26
PROD-0533,Milton Small Appliances Ultra,Home & Kitchen,Small Appliances,Milton,1631.91,2499.0,Sterling Kitchenware,69,34.7
PROD-0534,Nykaa Skincare Essentials,Beauty,Skincare,Nykaa,375.87,749.0,Pureglow Cosmetics,181,49.82
PROD-0535,Penguin Fiction Series 5,Books,Fiction,Penguin,107.97,169.0,Global Book Importers,233,36.11
PROD-0536,Rupa Publications Children'S Books Classic,Books,Children'S Books,Rupa Publications,300.97,429.0,Scholar Press Logistics,249,29.84
PROD-0537,Biba Women'S Wear Ultra,Fashion,Women'S Wear,Biba,3663.49,5909.0,Vibrant Textiles Corp,105,38.0
PROD-0538,L'Oreal Makeup Ultra,Beauty,Makeup,L'Oreal,518.13,1409.0,Aura Personal Care,231,63.23
PROD-0539,Kiprun Sports Apparel Max,Sports,Sports Apparel,Kiprun,2339.05,3219.0,Olympus Gear,82,27.34
PROD-0540,Nike Ethnic Wear Premium,Fashion,Ethnic Wear,Nike,288.04,699.0,Heritage Weaves,215,58.79
PROD-0541,Kiprun Fitness Equipment Pro,Sports,Fitness Equipment,Kiprun,3035.17,4899.0,Action Sports Distribution,145,38.05
PROD-0542,Bajaj Cookware Ultra,Home & Kitchen,Cookware,Bajaj,365.62,559.0,Homecraft Distributors,167,34.59
PROD-0543,Apple Laptops Essentials,Electronics,Laptops,Apple,18445.43,21509.0,Apex Electronics Ltd,524,14.24
PROD-0544,Domyos Outdoor Gear Max,Sports,Outdoor Gear,Domyos,2533.18,3849.0,Action Sports Distribution,264,34.19
PROD-0545,Boat Audio & Headphones Classic,Electronics,Audio & Headphones,Boat,2788.69,3339.0,Apex Electronics Ltd,530,16.48
PROD-0546,Yonex Fitness Equipment Pro,Sports,Fitness Equipment,Yonex,268.14,459.0,Fitnation Logistics,431,41.58
PROD-0547,Yonex Outdoor Gear Pro,Sports,Outdoor Gear,Yonex,357.03,589.0,Action Sports Distribution,73,39.38
PROD-0548,Maybelline Makeup Essentials,Beauty,Makeup,Maybelline,966.71,1699.0,Aura Personal Care,485,43.1
PROD-0549,Dell Audio & Headphones Max,Electronics,Audio & Headphones,Dell,1938.51,2339.0,Metro Gadget Hub,565,17.12
PROD-0550,Harpercollins Non-Fiction Pro,Books,Non-Fiction,Harpercollins,441.72,699.0,Global Book Importers,180,36.81
