product_id,product_name,category,subcategory,brand,cost_price,selling_price,supplier,stock_quantity
PROD-0457,Haldiram's Snacks & Beverages Prime,Grocery,Snacks & Beverages,Haldiram's,695.9,779.0,Annapurna FMCG Wholesale,320
PROD-0458,Fastrack Jewelry & Belts Pro,Accessories,Jewelry & Belts,Fastrack,1337.3,2409.0,Vanguard Leather Works,353
PROD-0459,Allen Solly Footwear Essentials,Fashion,Footwear,Allen Solly,1225.67,2789.0,Royal Garments Supply,298
PROD-0460,Allen Solly Winter Wear Elite,Fashion,Winter Wear,Allen Solly,538.16,949.0,Royal Garments Supply,474
PROD-0461,The Derma Co Men's Grooming Max,Beauty,Men's Grooming,The Derma Co,194.72,329.0,Aura Personal Care,387
PROD-0462,Nykaa Fragrances Premium,Beauty,Fragrances,Nykaa,901.15,1859.0,PureGlow Cosmetics,202
PROD-0463,Allen Solly Winter Wear Pro,Fashion,Winter Wear,Allen Solly,795.34,1459.0,Heritage Weaves,568
PROD-0464,Skybags Eyewear Max,Accessories,Eyewear,Skybags,1651.75,3049.0,Prism Lifestyle Supply,58
PROD-0465,Puma Ethnic Wear Pro,  Fashion  ,Ethnic Wear,Puma,934.59,1929.0,Heritage Weaves,119
PROD-0466,Hawkins Small Appliances Max,Home & Kitchen,Small Appliances,Hawkins,2627.9,4639.0,HomeCraft Distributors,488
PROD-0467,Spaces Storage & Org Premium,Home & Kitchen,Storage & Org,Spaces,3042.07,5339.0,HomeCraft Distributors,34
PROD-0468,Cosco Sports Apparel Essentials,Sports,Sports Apparel,Cosco,7119.64,10219.0,FitNation Logistics,413
PROD-0469,Biba Men's Wear Pro,Fashion,Men's Wear,Biba,2008.38,4549.0,Vibrant Textiles Corp,430
PROD-0470,Haldiram's Breakfast & Dairy Elite,Grocery,Breakfast & Dairy,Haldiram's,57.73,70.0,Annapurna FMCG Wholesale,289
PROD-0471,OnePlus Accessories Classic,Electronics,Accessories,OnePlus,6761.72,7879.0,Metro Gadget Hub,15
PROD-0472,Apple Smartphones Essentials,Electronics,Smartphones,Apple,672.21,849.0,Apex Electronics Ltd,336
PROD-0473,Nike Kids Wear Pro,Fashion,Kids Wear,Nike,365.28,649.0,Vibrant Textiles Corp,176
PROD-0474,Samsung Smartwatches Elite,Electronics,Smartwatches,Samsung,48073.24,57559.0,Apex Electronics Ltd,128
PROD-0475,Levi's Footwear Classic,Fashion,Footwear,Levi's,1914.2,4029.0,Heritage Weaves,370
PROD-0476,Cosco Racket Sports Premium,Sports,Racket Sports,Cosco,1754.62,3129.0,FitNation Logistics,362
PROD-0477,Peter England Men's Wear Pro,Fashion,Men's Wear,Peter England,2485.32,5839.0,Royal Garments Supply,519
PROD-0478,Forest Essentials Skincare Plus,Beauty,Skincare,Forest Essentials,591.16,1329.0,Divine Botanicals,147
PROD-0479,Realme Smartwatches Pro,Electronics,Smartwatches,Realme,1601.85,2149.0,Metro Gadget Hub,377
PROD-0480,Cello Storage & Org Pro,Home & Kitchen,Storage & Org,Cello,663.52,1169.0,Urban Living Goods,251
PROD-0481,Prestige Cookware Prime,Home & Kitchen,Cookware,Prestige,211.35,369.0,HomeCraft Distributors,309
PROD-0482,Nivia Racket Sports Pro,Sports,Racket Sports,Nivia,306.71,549.0,FitNation Logistics,223
PROD-0483,Zudio Winter Wear Pro,Fashion,Winter Wear,Zudio,965.05,1559.0,Vibrant Textiles Corp,299
PROD-0484,Nykaa Makeup Plus,Beauty,Makeup,Nykaa,303.77,579.0,PureGlow Cosmetics,453
PROD-0485,Arihant Fiction Ultra,Books,Fiction,Arihant,97.85,150.0,Scholar Press Logistics,80
PROD-0486,L'Oreal Skincare Premium,Beauty,Skincare,L'Oreal,1548.0,3359.0,Divine Botanicals,111
PROD-0487,Sony Laptops Premium,Electronics,Laptops,Sony,763.17,1009.0,Metro Gadget Hub,193
PROD-0488,Rupa Publications Children's Books Plus,Books,Children's Books,Rupa Publications,210.46,309.0,National Book Depot,397
PROD-0489,Cello Storage & Org Pro,Home & Kitchen,Storage & Org,Cello,4054.03,7649.0,HomeCraft Distributors,385
PROD-0490,Titan Jewelry & Belts Pro,Accessories,Jewelry & Belts,Titan,1453.48,4209.0,Optima Accessories,432
PROD-0491,Zudio Ethnic Wear Pro,Fashion,Ethnic Wear,Zudio,1806.46,3939.0,Heritage Weaves,34
PROD-0492,Lenskart Jewelry & Belts Series 5,Accessories,Jewelry & Belts,Lenskart,927.03,1609.0,Prism Lifestyle Supply,75
PROD-0493,Biotique Skincare Essentials,Beauty,Skincare,Biotique,795.37,1419.0,Divine Botanicals,503
PROD-0494,Allen Solly Footwear Plus,Fashion,Footwear,Allen Solly,1212.72,2209.0,Heritage Weaves,505
PROD-0495,Puma Kids Wear Classic,  Fashion  ,Kids Wear,Puma,272.84,689.0,Heritage Weaves,238
PROD-0496,Puma Sports Sports Apparel Ultra,Sports,Sports Apparel,Puma Sports,178.47,299.0,FitNation Logistics,398
PROD-0497,Decathlon Sports Apparel Prime,Sports,Sports Apparel,Decathlon,208.91,309.0,Action Sports Distribution,517
PROD-0498,Biotique Fragrances Elite,Beauty,Fragrances,Biotique,298.85,729.0,PureGlow Cosmetics,350
PROD-0499,Bajaj Cookware Elite,Home & Kitchen,Cookware,Bajaj,298.56,569.0,HomeCraft Distributors,26
PROD-0500,Peter England Men's Wear Prime,Fashion,Men's Wear,Peter England,1815.09,2969.0,Vibrant Textiles Corp,335
PROD-0501,Biba Footwear Classic,Fashion,Footwear,Biba,896.55,1499.0,Royal Garments Supply,307
PROD-0502,Bombay Dyeing Cookware Ultra,Home & Kitchen,Cookware,Bombay Dyeing,352.15,579.0,Urban Living Goods,203
PROD-0503,Lakme Men's Grooming Classic,Beauty,Men's Grooming,Lakme,91.97,239.0,Divine Botanicals,168
PROD-0504,boAt Laptops Elite,Electronics,Laptops,boAt,1755.14,2229.0,Zenith Tech Distribution,112
PROD-0505,Prestige Cookware Pro,Home & Kitchen,Cookware,Prestige,1193.62,1719.0,Urban Living Goods,600
PROD-0506,Oxford University Press Fiction Pro,Books,Fiction,Oxford University Press,408.74,539.0,National Book Depot,379
PROD-0507,Allen Solly Women's Wear Series 5,Fashion,Women's Wear,Allen Solly,1856.58,3739.0,Heritage Weaves,584
PROD-0508,Xiaomi Smartwatches Plus,Electronics,Smartwatches,Xiaomi,3679.35,4349.0,Zenith Tech Distribution,29
PROD-0509,Hawkins Small Appliances Prime,Home & Kitchen,Small Appliances,Hawkins,3264.34,5159.0,HomeCraft Distributors,417
PROD-0510,Bajaj Bedding & Linen Premium,Home & Kitchen,Bedding & Linen,Bajaj,3797.31,6279.0,HomeCraft Distributors,21
PROD-0511,Cello Home Decor Elite,Home & Kitchen,Home Decor,Cello,484.15,809.0,Sterling Kitchenware,591
PROD-0512,Forest Essentials Men's Grooming Premium,Beauty,Men's Grooming,Forest Essentials,218.21,619.0,Aura Personal Care,205
PROD-0513,Aashirvaad Staples & Grains Premium,Grocery,Staples & Grains,Aashirvaad,558.96,669.0,Bharat Foodworks,448
PROD-0514,Philips Home Decor Pro,Home & Kitchen,Home Decor,Philips,414.42,629.0,Sterling Kitchenware,251
PROD-0515,Yonex Sports Apparel Classic,Sports,Sports Apparel,Yonex,917.1,1599.0,Olympus Gear,23
PROD-0516,Apple Accessories Elite,Electronics,Accessories,Apple,6354.08,8049.0,Zenith Tech Distribution,377
PROD-0517,Philips Storage & Org Ultra,Home & Kitchen,Storage & Org,Philips,3116.34,5969.0,HomeCraft Distributors,488
PROD-0518,Samsung Smartwatches Premium,Electronics,Smartwatches,Samsung,1240.06,1439.0,Metro Gadget Hub,144
PROD-0519,Forest Essentials Skincare Max,Beauty,Skincare,Forest Essentials,244.34,579.0,PureGlow Cosmetics,367
PROD-0520,Levi's Women's Wear Series 5,Fashion,Women's Wear,Levi's,1051.85,2379.0,Heritage Weaves,21
PROD-0521,Bajaj Small Appliances Classic,Home & Kitchen,Small Appliances,Bajaj,1375.91,1959.0,Sterling Kitchenware,116
PROD-0522,Zudio Winter Wear Classic,Fashion,Winter Wear,Zudio,1018.49,1939.0,Heritage Weaves,84
PROD-0523,Fortune Organic Foods Premium,Grocery,Organic Foods,Fortune,888.72,1109.0,Bharat Foodworks,515
PROD-0524,Allen Solly Winter Wear Elite,Fashion,Winter Wear,Allen Solly,1612.97,2969.0,Heritage Weaves,594
PROD-0525,Raymond Men's Wear Max,Fashion,Men's Wear,Raymond,737.45,1169.0,Vibrant Textiles Corp,530
PROD-0526,Levi's Ethnic Wear Elite,Fashion,Ethnic Wear,Levi's,615.08,1569.0,Heritage Weaves,355
PROD-0527,W Kids Wear Premium,Fashion,Kids Wear,W,2769.87,4709.0,Vibrant Textiles Corp,335
PROD-0528,HP Cameras Essentials,Electronics,Cameras,HP,6631.77,8439.0,Metro Gadget Hub,186
PROD-0529,OnePlus Accessories Series 5,Electronics,Accessories,OnePlus,1778.51,2179.0,Zenith Tech Distribution,544
PROD-0530,Allen Solly Men's Wear Plus,Fashion,Men's Wear,Allen Solly,1504.73,2939.0,Royal Garments Supply,505
PROD-0531,Realme Cameras Max,Electronics,Cameras,Realme,38970.4,46449.0,Apex Electronics Ltd,575
PROD-0532,Puma Sports Cycling Series 5,Sports,Cycling,Puma Sports,2964.64,5319.0,Action Sports Distribution,506
PROD-0533,Milton Small Appliances Ultra,Home & Kitchen,Small Appliances,Milton,1631.91,2499.0,Sterling Kitchenware,69
PROD-0534,Nykaa Skincare Essentials,Beauty,Skincare,Nykaa,375.87,749.0,PureGlow Cosmetics,181
PROD-0535,Penguin Fiction Series 5,Books,Fiction,Penguin,107.97,169.0,Global Book Importers,233
PROD-0536,Rupa Publications Children's Books Classic,Books,Children's Books,Rupa Publications,300.97,429.0,Scholar Press Logistics,249
PROD-0537,Biba Women's Wear Ultra,Fashion,Women's Wear,Biba,3663.49,5909.0,Vibrant Textiles Corp,105
PROD-0538,L'Oreal Makeup Ultra,Beauty,Makeup,L'Oreal,518.13,1409.0,Aura Personal Care,231
PROD-0539,Kiprun Sports Apparel Max,Sports,Sports Apparel,Kiprun,2339.05,3219.0,Olympus Gear,82
PROD-0540,Nike Ethnic Wear Premium,Fashion,Ethnic Wear,Nike,288.04,699.0,Heritage Weaves,215
PROD-0541,Kiprun Fitness Equipment Pro,Sports,Fitness Equipment,Kiprun,3035.17,4899.0,Action Sports Distribution,145
PROD-0542,Bajaj Cookware Ultra,Home & Kitchen,Cookware,Bajaj,365.62,559.0,HomeCraft Distributors,167
PROD-0543,Apple Laptops Essentials,Electronics,Laptops,Apple,18445.43,21509.0,Apex Electronics Ltd,524
PROD-0544,Domyos Outdoor Gear Max,Sports,Outdoor Gear,Domyos,2533.18,3849.0,Action Sports Distribution,264
PROD-0545,boAt Audio & Headphones Classic,Electronics,Audio & Headphones,boAt,2788.69,3339.0,Apex Electronics Ltd,530
PROD-0546,Yonex Fitness Equipment Pro,Sports,Fitness Equipment,Yonex,268.14,459.0,FitNation Logistics,431
PROD-0547,Yonex Outdoor Gear Pro,Sports,Outdoor Gear,Yonex,357.03,589.0,Action Sports Distribution,73
PROD-0548,Maybelline Makeup Essentials,Beauty,Makeup,Maybelline,966.71,1699.0,Aura Personal Care,485
PROD-0549,Dell Audio & Headphones Max,  Electronics  ,Audio & Headphones,Dell,1938.51,2339.0,Metro Gadget Hub,565
PROD-0550,HarperCollins Non-Fiction Pro,Books,Non-Fiction,HarperCollins,441.72,699.0,Global Book Importers,180
PROD-0324,Peter England Women's Wear Essentials,Fashion,Women's Wear,Peter England,539.12,1249.0,Royal Garments Supply,500
PROD-0259,Aashirvaad Breakfast & Dairy Prime,Grocery,Breakfast & Dairy,Aashirvaad,139.54,159.0,FarmFresh Agro Supplies,503
PROD-0240,American Tourister Watches Classic,Accessories,Watches,American Tourister,1173.4,2079.0,Vanguard Leather Works,41
PROD-0525,Raymond Men's Wear Max,Fashion,Men's Wear,Raymond,737.45,1169.0,Vibrant Textiles Corp,530
PROD-0354,W Footwear Classic,Fashion,Footwear,W,466.08,1169.0,Heritage Weaves,288
PROD-0388,Nike Women's Wear Prime,Fashion,Women's Wear,Nike,855.19,1409.0,Royal Garments Supply,338
PROD-0246,Decathlon Cycling Series 5,Sports,Cycling,Decathlon,2940.46,4049.0,Olympus Gear,530
PROD-0425,Dell Accessories Elite,Electronics,Accessories,Dell,16038.36,19359.0,Apex Electronics Ltd,434
PROD-0016,Milton Small Appliances Prime,Home & Kitchen,Small Appliances,Milton,1409.15,2009.0,HomeCraft Distributors,496
PROD-0464,Skybags Eyewear Max,Accessories,Eyewear,Skybags,1651.75,3049.0,Prism Lifestyle Supply,58
